# "Time","Ratio"
6.30,6.610
6.35,6.677
6.40,6.600
6.45,6.600
6.50,6.618
6.55,6.432
6.60,6.394
6.65,6.357
6.70,6.337
6.75,6.337
6.80,6.375
6.85,6.394
6.90,6.394
6.95,6.260
7.00,6.375
7.05,6.319
7.10,6.282
7.15,6.206
7.20,6.119
7.25,5.980
7.30,5.962
7.35,5.942
7.40,5.962
7.45,5.830
7.50,5.669
7.55,5.755
7.60,5.679
7.65,5.642
7.70,5.624
7.75,5.624
7.80,5.604
7.85,5.547
7.90,5.492
7.95,5.492
8.00,5.454
8.05,5.373
8.10,5.454
8.15,5.416
8.20,5.435
8.25,5.544
8.30,5.416
8.35,5.416
8.40,5.397
8.45,5.379
8.50,5.322
8.55,5.322
8.60,5.229
8.65,5.191
8.70,5.041
8.75,5.115
8.80,5.097
8.85,5.115
8.90,5.097
8.95,5.097
9.00,5.097
9.05,5.059
9.10,4.984
9.15,4.984
9.20,4.984
9.25,4.965
9.30,4.946
9.35,4.838
9.40,4.889
9.45,4.889
9.50,4.889
9.55,4.871
9.60,4.871
9.65,4.871
9.70,4.814
9.75,4.796
9.80,4.796
9.85,4.777
9.90,4.796
9.95,4.777
10.00,4.758
10.05,4.777
10.10,4.739
10.15,4.721
10.20,4.834
10.25,4.739
10.30,4.721
10.35,4.721
10.40,4.721
10.45,4.721
10.50,4.702
10.55,4.721
10.60,4.682
10.65,4.721
10.70,4.682
10.75,4.598
10.80,4.682
10.85,4.664
10.90,4.682
10.95,4.682
11.00,4.702
11.05,4.682
11.10,4.682
11.15,4.682
11.20,4.682
11.25,4.682
11.30,4.682
11.35,4.682
11.40,4.617
11.45,4.702
11.50,4.682
11.55,4.702
11.60,4.702
11.65,4.702
11.70,4.702
11.75,4.702
11.80,4.721
11.85,4.721
11.90,4.721
11.95,4.721
12.00,4.739
12.05,4.777
12.10,4.777
12.15,4.690
12.20,4.777
12.25,4.758
12.30,4.777
12.35,4.796
12.40,4.814
12.45,4.834
12.50,4.834
12.55,4.871
12.60,4.871
12.65,4.852
12.70,4.927
12.75,4.927
12.80,4.856
12.85,5.002
12.90,4.984
12.95,5.040
13.00,5.040
13.05,5.040
13.10,5.077
13.15,5.097
13.20,5.115
13.25,5.115
13.30,5.097
13.35,5.115
13.40,5.134
13.45,5.059
13.50,5.172
13.55,5.294
13.60,5.191
13.65,5.209
13.70,5.229
13.75,5.247
13.80,5.247
13.85,5.229
13.90,5.247
13.95,5.247
14.00,5.170
14.05,5.266
14.10,5.247
14.15,5.266
14.20,5.247
14.25,5.266
14.30,5.304
14.35,5.360
14.40,5.416
14.45,5.472
14.50,5.547
14.55,5.522
14.60,5.679
14.65,5.774
14.70,5.792
14.75,5.867
14.80,5.867
14.85,5.867
14.90,5.849
14.95,5.905
15.00,5.924
15.05,5.962
15.10,5.890
15.15,5.999
15.20,5.999
15.25,5.999
15.30,5.999
15.35,6.018
15.40,6.018
15.45,6.037
15.50,6.018
15.55,6.074
15.60,6.074
15.65,6.130
15.70,6.206
15.75,6.149
15.80,6.300
15.85,6.282
15.90,6.282
15.95,6.337
16.00,6.450
16.05,6.488
16.10,6.545
16.15,6.564
16.20,6.600
16.25,6.600
16.30,6.500
16.35,6.620
16.40,6.600
16.45,6.620
16.50,6.639
16.55,6.677
16.60,6.906
16.65,6.883
16.70,6.940
16.75,6.995
16.80,7.033
16.85,7.052
16.90,7.052
16.95,7.072
17.00,7.090
17.05,6.998
17.10,7.184
17.15,7.222
17.20,7.222
17.25,7.240
17.30,7.278
17.35,7.278
17.40,7.353
17.45,7.353
17.50,7.372
17.55,7.428
17.60,7.447
17.65,7.485
17.70,7.485
17.75,7.485
17.80,7.693
17.85,7.654
17.90,7.767
17.95,7.767
18.00,7.748
18.05,7.748
18.10,7.748
18.15,7.767
18.20,7.767
18.25,7.785
18.30,7.748
18.35,7.644
18.40,7.823
18.45,7.917
18.50,7.955
18.55,7.936
18.60,7.955
18.65,7.955
18.70,7.955
18.75,7.973
18.80,7.993
18.85,7.993
18.90,7.993
18.95,7.973
19.00,7.829
19.05,8.012
19.10,8.048
19.15,8.068
19.20,8.087
19.25,8.087
19.30,8.105
19.35,8.068
19.40,8.087
19.45,8.249
19.50,8.105
19.55,8.105
19.60,8.105
19.65,7.958
19.70,8.105
19.75,8.048
19.80,8.105
19.85,8.267
19.90,8.125
19.95,8.143
20.00,8.143
20.05,8.125
20.10,8.143
20.15,8.143
20.20,8.180
20.25,8.143
20.30,7.958
20.35,8.143
20.40,8.105
20.45,8.105
20.50,8.105
20.55,8.125
20.60,8.105
20.65,8.267
20.70,8.105
20.75,8.087
20.80,8.087
20.85,8.105
20.90,8.087
20.95,8.105
21.00,8.087
21.05,7.940
21.10,8.048
21.15,7.973
21.20,7.993
21.25,7.993
21.30,7.936
21.35,7.936
21.40,7.917
21.45,7.898
21.50,7.898
21.55,7.880
21.60,7.898
21.65,7.842
21.70,7.700
21.75,7.823
21.80,7.785
21.85,7.785
21.90,7.730
21.95,7.748
22.00,7.748
22.05,7.748
22.10,7.710
22.15,7.748
22.20,7.748
22.25,7.767
22.30,7.767
22.35,7.590
22.40,7.730
22.45,7.673
22.50,7.522
22.55,7.503
22.60,7.485
22.65,7.428
22.70,7.372
22.75,7.372
22.80,7.353
22.85,7.335
22.90,7.353
22.95,7.335
23.00,7.202
23.05,7.315
23.10,7.222
23.15,7.184
23.20,7.127
23.25,7.109
23.30,7.127
23.35,7.109
23.40,7.109
23.45,7.127
23.50,7.090
23.55,7.015
23.60,6.977
23.65,6.977
23.70,6.920
23.75,6.902
23.80,6.883
23.85,6.883
23.90,6.883
23.95,6.902
24.00,6.902
24.05,6.940
24.10,6.940
24.15,6.920
24.20,6.777
24.25,6.883
24.30,6.770
24.35,6.657
24.40,6.677
24.45,6.620
24.50,6.488
24.55,6.450
24.60,6.337
24.65,6.337
24.70,6.319
24.75,6.300
24.80,6.244
24.85,6.169
24.90,6.150
24.95,6.130
25.00,6.094
25.05,6.094
25.10,6.037
25.15,5.867
25.20,5.849
25.25,5.811
25.30,5.705
25.35,5.792
25.40,5.792
25.45,5.792
25.50,5.792
25.55,5.908
25.60,5.755
25.65,5.699
25.70,5.661
25.75,5.484
25.80,5.547
25.85,5.492
25.90,5.492
25.95,5.602
26.00,5.492
26.05,5.492
26.10,5.492
26.15,5.472
26.20,5.435
26.25,5.379
26.30,5.263
26.35,5.322
26.40,5.284
26.45,5.266
26.50,5.191
26.55,5.134
26.60,5.077
26.65,5.040
26.70,5.040
26.75,5.059
26.80,5.040
26.85,5.040
26.90,5.040
26.95,4.912
27.00,5.021
27.05,5.121
27.10,5.021
27.15,4.965
27.20,4.946
27.25,4.889
27.30,4.949
27.35,4.834
27.40,4.834
27.45,4.834
27.50,4.727
27.55,4.796
27.60,4.702
27.65,4.682
27.70,4.682
27.75,4.682
27.80,4.682
27.85,4.664
27.90,4.645
27.95,4.682
28.00,4.664
28.05,4.579
28.10,4.645
28.15,4.626
28.20,4.645
28.25,4.626
28.30,4.626
28.35,4.626
28.40,4.607
28.45,4.626
28.50,4.645
28.55,4.645
28.60,4.561
28.65,4.626
28.70,4.607
28.75,4.607
28.80,4.589
28.85,4.589
28.90,4.589
28.95,4.551
29.00,4.570
29.05,4.570
29.10,4.551
29.15,4.570
29.20,4.570
29.25,4.570
29.30,4.570
29.35,4.570
29.40,4.570
29.45,4.589
29.50,4.607
29.55,4.626
29.60,4.645
29.65,4.664
29.70,4.579
29.75,4.664
29.80,4.645
29.85,4.664
29.90,4.645
29.95,4.664
30.00,4.682
30.05,4.682
30.10,4.758
30.15,4.834
30.20,4.814
30.25,4.727
30.30,4.814
30.35,4.814
30.40,4.834
30.45,4.834
30.50,4.814
30.55,4.834
30.60,4.834
30.65,4.889
30.70,4.927
30.75,4.927
30.80,4.946
30.85,4.946
30.90,5.045
30.95,4.965
31.00,4.965
31.05,4.984
31.10,4.984
31.15,5.002
31.20,5.040
31.25,4.985
31.30,5.097
31.35,5.134
31.40,5.172
31.45,5.191
31.50,5.229
31.55,5.266
31.60,5.266
31.65,5.266
31.70,5.284
31.75,5.322
31.80,5.341
31.85,5.379
31.90,5.524
31.95,5.435
32.00,5.454
32.05,5.602
32.10,5.547
32.15,5.585
32.20,5.585
32.25,5.502
32.30,5.624
32.35,5.624
32.40,5.661
32.45,5.699
32.50,5.717
32.55,5.736
32.60,5.755
32.65,5.792
32.70,5.774
32.75,5.792
32.80,5.811
32.85,5.849
32.90,5.849
32.95,5.867
33.00,5.887
33.05,5.924
33.10,5.924
33.15,5.942
33.20,5.924
33.25,5.816
33.30,5.924
33.35,6.061
33.40,5.942
33.45,5.999
33.50,6.037
33.55,6.074
33.60,6.150
33.65,6.300
33.70,6.371
33.75,6.582
33.80,6.564
33.85,6.600
33.90,6.600
33.95,6.600
34.00,6.620
34.05,6.600
34.10,6.620
34.15,6.600
34.20,6.600
34.25,6.518
34.30,6.695
34.35,6.827
34.40,6.883
34.45,6.920
34.50,7.174
34.55,7.127
34.60,7.127
34.65,7.127
34.70,7.127
34.75,7.127
34.80,7.109
34.85,7.184
34.90,7.347
34.95,7.259
35.00,7.297
35.05,7.297
35.10,7.353
35.15,7.372
35.20,7.372
35.25,7.312
35.30,7.447
35.35,7.503
35.40,7.503
35.45,7.542
35.50,7.542
35.55,7.579
35.60,7.542
35.65,7.598
35.70,7.673
35.75,7.673
35.80,7.692
35.85,7.710
35.90,7.827
35.95,7.654
36.00,7.748
36.05,7.805
36.10,7.823
36.15,7.823
36.20,7.823
36.25,7.719
36.30,7.880
36.35,7.880
36.40,7.898
36.45,7.898
36.50,7.898
36.55,7.955
36.60,8.012
36.65,7.993
36.70,7.848
36.75,7.993
36.80,7.993
36.85,7.884
36.90,8.030
36.95,8.048
37.00,8.068
37.05,8.087
37.10,8.087
37.15,8.105
37.20,8.087
37.25,8.105
37.30,8.105
37.35,8.105
37.40,8.105
37.45,8.105
37.50,8.105
37.55,8.105
37.60,8.105
37.65,8.068
37.70,7.940
37.75,8.048
37.80,8.048
37.85,8.048
37.90,8.048
37.95,8.030
38.00,8.012
38.05,7.973
38.10,7.993
38.15,7.993
38.20,7.973
38.25,7.973
38.30,7.973
38.35,7.973
38.40,7.955
38.45,7.973
38.50,7.973
38.55,7.973
38.60,7.993
38.65,7.973
38.70,7.829
38.75,7.973
38.80,7.955
38.85,7.973
38.90,7.955
38.95,7.936
39.00,7.917
39.05,7.936
39.10,7.936
39.15,7.737
39.20,7.880
39.25,7.823
39.30,7.805
39.35,7.767
39.40,7.730
39.45,7.692
39.50,7.673
39.55,7.654
39.60,7.478
39.65,7.598
39.70,7.617
39.75,7.598
39.80,7.598
39.85,7.579
39.90,7.579
39.95,7.560
40.00,7.542
40.05,7.485
40.10,7.410
40.15,7.238
40.20,7.353
40.25,7.335
40.30,7.297
40.35,7.297
40.40,7.297
40.45,7.297
40.50,7.315
40.55,7.278
40.60,7.127
40.65,7.240
40.70,7.366
40.75,7.240
40.80,7.222
40.85,7.222
40.90,7.222
40.95,7.222
41.00,7.203
41.05,7.073
41.10,7.184
41.15,7.147
41.20,7.090
41.25,7.052
41.30,7.052
41.35,7.052
41.40,7.015
41.45,6.995
41.50,6.814
41.55,6.920
41.60,6.902
41.65,6.902
41.70,6.808
41.75,6.545
41.80,6.450
41.85,6.464
41.90,6.337
41.95,6.300
42.00,6.300
42.05,6.186
42.10,6.319
42.15,6.300
42.20,6.300
42.25,6.300
42.30,6.300
42.35,6.282
42.40,6.300
42.45,6.337
42.50,6.319
42.55,6.319
42.60,6.319
42.65,6.300
42.70,6.225
42.75,6.206
42.80,6.169
42.85,6.187
42.90,6.150
42.95,6.169
43.00,6.094
43.05,6.055
43.10,6.055
43.15,6.042
43.20,5.887
43.25,5.849
43.30,5.908
43.35,5.755
43.40,5.774
43.45,5.736
43.50,5.632
43.55,5.755
43.60,5.736
43.65,5.736
43.70,5.624
43.75,5.585
43.80,5.492
43.85,5.492
43.90,5.435
43.95,5.355
44.00,5.416
44.05,5.341
44.10,5.341
44.15,5.322
44.20,5.322
44.25,5.247
44.30,5.209
44.35,5.172
44.40,5.172
44.45,5.152
44.50,5.134
44.55,5.115
44.60,5.115
44.65,5.115
44.70,5.115
44.75,5.097
44.80,5.115
44.85,5.134
44.90,5.097
44.95,5.005
45.00,5.040
45.05,5.141
45.10,5.021
45.15,5.021
45.20,5.002
45.25,4.984
45.30,4.984
45.35,4.927
45.40,4.909
45.45,4.889
45.50,4.852
45.55,4.814
45.60,4.796
45.65,4.796
45.70,4.777
45.75,4.777
45.80,4.739
45.85,4.721
45.90,4.721
45.95,4.721
46.00,4.721
46.05,4.721
46.10,4.721
46.15,4.721
46.20,4.815
46.25,4.682
46.30,4.702
46.35,4.682
46.40,4.664
46.45,4.664
46.50,4.757
46.55,4.645
46.60,4.664
46.65,4.664
46.70,4.664
46.75,4.664
46.80,4.664
46.85,4.682
46.90,4.664
46.95,4.664
47.00,4.664
47.05,4.664
47.10,4.664
47.15,4.664
47.20,4.664
47.25,4.664
47.30,4.664
47.35,4.664
47.40,4.579
47.45,4.664
47.50,4.757
47.55,4.682
47.60,4.682
47.65,4.721
47.70,4.721
47.75,4.721
47.80,4.721
47.85,4.721
47.90,4.721
47.95,4.721
48.00,4.721
48.05,4.721
48.10,4.721
48.15,4.777
48.20,4.796
48.25,4.814
48.30,4.709
48.35,4.814
48.40,4.814
48.45,4.814
48.50,4.931
48.55,4.814
48.60,4.834
48.65,4.834
48.70,4.871
48.75,4.889
48.80,4.889
48.85,4.889
48.90,4.927
48.95,4.946
49.00,4.946
49.05,4.984
49.10,4.984
49.15,4.984
49.20,5.084
49.25,4.984
49.30,4.930
49.35,5.021
49.40,5.040
49.45,5.040
49.50,5.179
49.55,5.115
49.60,5.152
49.65,5.172
49.70,5.191
49.75,5.266
49.80,5.247
49.85,5.266
49.90,5.304
49.95,5.322
50.00,5.397
50.05,5.416
50.10,5.416
50.15,5.454
50.20,5.510
50.25,5.567
50.30,5.522
50.35,5.642
50.40,5.624
50.45,5.661
50.50,5.717
50.55,5.717
50.60,5.736
50.65,5.908
50.70,5.792
50.75,5.724
50.80,5.849
50.85,5.867
50.90,5.980
50.95,5.999
51.00,6.177
51.05,6.112
51.10,6.130
51.15,6.130
51.20,6.150
51.25,6.130
51.30,6.169
51.35,6.187
51.40,6.187
51.45,6.225
51.50,6.350
51.55,6.225
51.60,6.206
51.65,6.187
51.70,6.169
51.75,6.206
51.80,6.225
51.85,6.432
51.90,6.469
51.95,6.488
52.00,6.600
52.05,6.600
52.10,6.620
52.15,6.639
52.20,6.677
52.25,6.714
52.30,6.808
52.35,6.827
52.40,6.902
52.45,6.920
52.50,6.958
52.55,7.033
52.60,7.193
52.65,7.109
52.70,7.127
52.75,7.290
52.80,7.184
52.85,7.222
52.90,7.259
52.95,7.146
53.00,7.297
53.05,7.278
53.10,7.278
53.15,7.443
53.20,7.297
53.25,7.297
53.30,7.278
53.35,7.335
53.40,7.390
53.45,7.390
53.50,7.294
53.55,7.447
53.60,7.467
53.65,7.485
53.70,7.542
53.75,7.542
53.80,7.560
53.85,7.560
53.90,7.579
53.95,7.598
54.00,7.635
54.05,7.654
54.10,7.673
54.15,7.692
54.20,7.710
54.25,7.785
54.30,7.961
54.35,7.823
54.40,7.861
54.45,7.898
54.50,7.936
54.55,7.955
54.60,7.829
54.65,7.973
54.70,8.191
54.75,8.087
54.80,8.087
54.85,8.105
54.90,8.143
54.95,8.125
55.00,8.143
55.05,8.143
55.10,8.143
55.15,8.143
55.20,8.180
55.25,8.200
55.30,8.200
55.35,8.180
55.40,8.200
55.45,8.200
55.50,8.200
55.55,8.180
55.60,8.200
55.65,8.200
55.70,8.344
55.75,8.200
55.80,8.200
55.85,8.237
55.90,8.256
55.95,8.275
56.00,8.275
56.05,8.125
56.10,8.275
56.15,8.459
56.20,8.293
56.25,8.293
56.30,8.275
56.35,8.275
56.40,8.331
56.45,8.293
56.50,8.293
56.55,8.293
56.60,8.331
56.65,8.275
56.70,8.331
56.75,8.312
56.80,8.293
56.85,8.331
56.90,8.293
56.95,8.331
57.00,8.312
57.05,8.293
57.10,8.293
57.15,8.293
57.20,8.441
57.25,8.256
57.30,8.256
57.35,8.237
57.40,8.200
57.45,8.200
57.50,8.162
57.55,8.180
57.60,8.180
57.65,8.180
57.70,8.180
57.75,8.200
57.80,8.180
57.85,8.032
57.90,8.180
57.95,8.143
58.00,8.162
58.05,8.325
58.10,8.125
58.15,8.125
58.20,8.105
58.25,8.087
58.30,8.068
58.35,7.973
58.40,7.917
58.45,7.880
58.50,7.823
58.55,7.961
58.60,7.805
58.65,7.785
58.70,7.730
58.75,7.590
58.80,7.673
58.85,7.635
58.90,7.617
58.95,7.598
59.00,7.598
59.05,7.579
59.10,7.579
59.15,7.503
59.20,7.485
59.25,7.428
59.30,7.353
59.35,7.315
59.40,7.222
59.45,7.203
59.50,7.222
59.55,7.347
59.60,7.203
59.65,7.184
59.70,7.127
59.75,7.072
59.80,7.052
59.85,7.033
59.90,7.033
59.95,6.995
60.00,6.958
60.05,6.920
60.10,6.902
60.15,6.883
60.20,6.845
60.25,6.845
60.30,6.808
60.35,6.677
60.40,6.657
60.45,6.695
60.50,6.639
60.55,6.564
60.60,6.525
60.65,6.469
60.70,6.432
60.75,6.432
60.80,6.464
60.85,6.282
60.90,6.225
60.95,6.169
61.00,6.169
61.05,6.187
61.10,6.292
61.15,6.169
61.20,6.169
61.25,6.292
61.30,6.150
61.35,6.169
61.40,6.130
61.45,6.094
61.50,6.094
61.55,6.196
61.60,6.037
61.65,5.999
61.70,5.999
61.75,5.980
61.80,5.924
61.85,5.867
61.90,5.867
61.95,5.867
62.00,5.985
62.05,5.755
62.10,5.736
62.15,5.736
62.20,5.699
62.25,5.661
62.30,5.604
62.35,5.472
62.40,5.454
62.45,5.360
62.50,5.304
62.55,5.322
62.60,5.266
62.65,5.266
62.70,5.266
62.75,5.266
62.80,5.247
62.85,5.266
62.90,5.266
62.95,5.266
63.00,5.266
63.05,5.247
63.10,5.229
63.15,5.209
63.20,5.191
63.25,5.172
63.30,5.134
63.35,5.256
63.40,5.134
63.45,5.152
63.50,5.152
63.55,5.134
63.60,5.134
63.65,5.097
63.70,5.077
63.75,5.040
63.80,5.102
63.85,4.984
63.90,4.965
63.95,4.965
64.00,4.946
64.05,4.927
64.10,4.889
64.15,4.871
64.20,4.852
64.25,4.931
64.30,4.834
64.35,4.814
64.40,4.796
64.45,4.814
64.50,4.814
64.55,4.796
64.60,4.690
64.65,4.758
64.70,4.853
64.75,4.739
64.80,4.758
64.85,4.758
64.90,4.739
64.95,4.739
65.00,4.721
65.05,4.721
65.10,4.721
65.15,4.702
65.20,4.702
65.25,4.721
65.30,4.702
65.35,4.702
65.40,4.721
65.45,4.721
65.50,4.721
65.55,4.721
65.60,4.702
65.65,4.702
65.70,4.815
65.75,4.721
65.80,4.721
65.85,4.739
65.90,4.721
65.95,4.653
66.00,4.758
66.05,4.739
66.10,4.796
66.15,4.814
66.20,4.910
66.25,4.814
66.30,4.834
66.35,4.814
66.40,4.746
66.45,4.814
66.50,4.814
66.55,4.834
66.60,4.814
66.65,4.814
66.70,4.834
66.75,4.871
66.80,4.834
66.85,4.800
66.90,4.927
66.95,4.927
67.00,4.946
67.05,4.946
67.10,5.065
67.15,5.002
67.20,5.021
67.25,5.021
67.30,5.021
67.35,5.040
67.40,5.077
67.45,5.077
67.50,5.218
67.55,5.097
67.60,5.134
67.65,5.229
67.70,5.229
67.75,5.134
67.80,5.247
67.85,5.352
67.90,5.341
67.95,5.416
68.00,5.472
68.05,5.492
68.10,5.529
68.15,5.624
68.20,5.624
68.25,5.699
68.30,5.832
68.35,5.699
68.40,5.661
68.45,5.792
68.50,5.905
68.55,5.798
68.60,5.924
68.65,6.139
68.70,5.924
68.75,6.094
68.80,6.292
68.85,6.037
68.90,6.055
68.95,6.187
69.00,6.150
69.05,6.262
69.10,6.187
69.15,6.150
69.20,6.244
69.25,6.262
69.30,6.169
69.35,6.169
69.40,6.300
69.45,6.204
69.50,6.357
69.55,6.319
69.60,6.300
69.65,6.300
69.70,6.375
69.75,6.432
69.80,6.545
69.85,6.600
69.90,6.620
69.95,6.827
70.00,6.963
70.05,6.845
70.10,6.864
70.15,6.883
70.20,6.920
70.25,7.052
70.30,6.920
70.35,6.814
70.40,7.052
70.45,7.015
70.50,7.090
70.55,7.090
70.60,7.072
70.65,7.072
70.70,7.222
70.75,7.297
70.80,7.240
70.85,7.353
70.90,7.501
70.95,7.482
71.00,7.353
71.05,7.353
71.10,7.485
71.15,7.447
71.20,7.447
71.25,7.485
71.30,7.503
71.35,7.503
71.40,7.485
71.45,7.503
71.50,7.485
71.55,7.485
71.60,7.635
71.65,7.673
71.70,7.710
71.75,7.805
71.80,7.823
71.85,7.805
71.90,7.880
71.95,7.917
72.00,7.917
72.05,7.880
72.10,7.898
72.15,8.133
72.20,7.955
72.25,7.993
72.30,7.973
72.35,8.030
72.40,8.048
72.45,8.105
72.50,8.087
72.55,8.105
72.60,8.287
72.65,8.162
72.70,8.200
72.75,8.364
72.80,8.200
72.85,8.256
72.90,8.237
72.95,8.256
73.00,8.218
